Transaction_ID,Customer_ID,Account_Age_Months,Customer_Age,Gender,Marital_Status,Income_Level,Occupation,Device_Type,Is_Registered_Device,Transaction_Type,Merchant_Category,Location_Match,Country_Match,IP_Risk_Score,Amount,Time_of_Day,Day_of_Week,Is_Weekend,Is_Holiday,Num_Past_Transactions,Avg_Transaction_Amount_30d,Num_Failed_Login_24h,Past_Fraud_Flag,Card_Swipe_Error,Transaction_Duration_Seconds,Velocity_Score,Device_OS,Card_Type,Card_Tier,Foreign_Transaction,Currency_Conversion_Rate,Customer_Segment,Loyalty_Status,Risk_Score,Is_Fraud
358,CUST10357,165,58,Female,Married,Low,Retired,Desktop,Yes,In-Store,Pharmacy,Yes,Yes,0.15,125.7,Afternoon,Monday,No,No,55,134.73,0,No,No,232,1.13,Linux,Prepaid,Basic,No,1.12,Business,Silver,0.16,0
359,CUST10358,167,45,Female,Divorced,Low,Student,Mobile,Yes,Wire,Apparel,No,Yes,0.42,8.3,Morning,Monday,Yes,No,65,84.09,0,No,No,37,0.85,Linux,Prepaid,Basic,No,1.11,High Net Worth,Silver,0.27,0
360,CUST10359,57,28,Other,Married,Low,Retired,Mobile,Yes,ATM,Gambling,Yes,Yes,0.37,56.09,Evening,Wednesday,Yes,No,52,111.53,1,Yes,Yes,88,0.73,Linux,Credit,Basic,No,1.12,High Net Worth,Gold,0.33,0
361,CUST10360,83,60,Female,Married,Medium,Retired,Desktop,Yes,In-Store,Pharmacy,Yes,Yes,0.3,97.59,Afternoon,Friday,Yes,No,40,76.09,2,No,No,165,0.96,iOS,Prepaid,Gold,No,1.17,Retail,Gold,0.33,0
362,CUST10361,72,44,Female,Married,Low,Service,POS_Terminal,Yes,In-Store,Gambling,Yes,Yes,0.1,164.7,Morning,Tuesday,No,No,45,75.18,0,Yes,No,235,1.19,Linux,Debit,Platinum,No,1.14,Business,Gold,0.28,0
363,CUST10362,39,69,Other,Married,Medium,Retired,Desktop,Yes,Online,Gambling,Yes,No,0.21,31.3,Morning,Saturday,Yes,No,52,48.03,0,No,No,164,0.91,iOS,Debit,Gold,No,1.07,High Net Worth,Gold,0.16,0
364,CUST10363,18,23,Male,Married,High,Retired,Desktop,No,ATM,Apparel,No,Yes,0.3,15.72,Evening,Wednesday,Yes,No,49,72.1,0,No,No,85,0.81,Linux,Debit,Gold,No,1.09,Business,Gold,0.26,0
365,CUST10364,120,42,Male,Divorced,High,Service,Desktop,Yes,ATM,Apparel,Yes,Yes,0.75,29.79,Night,Sunday,No,No,49,38.24,0,No,No,84,1.15,iOS,Credit,Platinum,No,1.09,High Net Worth,Silver,0.08,0
366,CUST10365,201,26,Other,Single,Low,Retired,Desktop,Yes,Wire,Electronics,Yes,Yes,0.49,59.11,Morning,Tuesday,No,No,51,68.68,0,Yes,Yes,14,1.15,Android,Credit,Gold,No,1.09,Business,Silver,0.24,0
367,CUST10366,179,60,Other,Married,High,Student,Desktop,Yes,Wire,Apparel,Yes,Yes,0.32,2.89,Night,Thursday,Yes,No,40,62.46,2,No,No,115,0.79,Android,Debit,Basic,No,1.05,Business,Bronze,0.09,0
368,CUST10367,20,69,Other,Married,High,Professional,Mobile,Yes,In-Store,Gambling,Yes,Yes,0.34,54.31,Morning,Monday,Yes,Yes,47,32.76,1,No,No,156,1.02,Linux,Prepaid,Basic,No,1.13,Retail,Silver,0.24,0
369,CUST10368,100,30,Other,Single,Low,Retired,POS_Terminal,Yes,In-Store,Electronics,Yes,Yes,0.63,37.13,Night,Wednesday,Yes,No,48,63.31,1,No,No,117,1.02,Android,Prepaid,Gold,No,1.07,High Net Worth,Gold,0.54,0
370,CUST10369,6,40,Male,Single,High,Service,Mobile,No,Online,Apparel,Yes,Yes,0.35,171.99,Evening,Sunday,No,No,51,91.87,1,No,No,79,0.82,Linux,Prepaid,Gold,Yes,1.05,Business,Silver,0.46,0
371,CUST10370,33,40,Male,Divorced,High,Service,POS_Terminal,Yes,Wire,Pharmacy,Yes,Yes,0.2,95.05,Night,Friday,No,No,46,38.46,0,No,No,77,1.19,Windows,Credit,Platinum,No,1.08,Retail,Bronze,0.11,0
372,CUST10371,88,31,Female,Married,Medium,Student,Desktop,No,In-Store,Apparel,Yes,Yes,0.44,57.18,Morning,Monday,Yes,No,56,80.25,4,No,No,101,0.84,Windows,Credit,Gold,No,1.02,Business,Bronze,0.42,0
373,CUST10372,157,21,Other,Married,Medium,Retired,Mobile,Yes,Wire,Apparel,Yes,Yes,0.09,21.59,Afternoon,Sunday,Yes,No,60,116.95,0,Yes,No,170,1.12,Windows,Debit,Gold,No,1.19,Business,Silver,0.11,0
374,CUST10373,75,48,Female,Single,Low,Student,Desktop,Yes,In-Store,Apparel,Yes,Yes,0.3,7.52,Morning,Thursday,Yes,No,43,96.59,0,No,No,39,1.34,Windows,Credit,Platinum,No,1.09,Business,Gold,0.23,0
375,CUST10374,68,53,Female,Married,Low,Professional,Mobile,No,In-Store,Apparel,No,Yes,0.1,173.02,Morning,Saturday,No,No,53,65.5,0,No,No,26,0.86,Linux,Credit,Platinum,Yes,1.02,Business,Silver,0.53,0
376,CUST10375,102,58,Male,Married,Low,Service,Mobile,Yes,Online,Grocery,Yes,Yes,0.13,284.98,Morning,Wednesday,No,No,39,67.71,0,No,No,186,1.08,Android,Prepaid,Gold,No,1.07,Business,Bronze,0.24,0
377,CUST10376,179,24,Male,Single,Low,Professional,Desktop,Yes,In-Store,Apparel,Yes,Yes,0.24,0.9,Night,Wednesday,No,No,41,77.17,0,No,Yes,114,0.75,Windows,Credit,Platinum,No,1.1,Retail,Silver,0.12,0
378,CUST10377,63,73,Male,Single,Low,Retired,Desktop,Yes,Online,Pharmacy,Yes,Yes,0.49,81.6,Night,Tuesday,Yes,No,38,97.23,2,No,No,39,1.17,Windows,Credit,Basic,No,1.14,Retail,Gold,0.34,0
379,CUST10378,185,72,Male,Married,Medium,Service,POS_Terminal,Yes,Online,Grocery,Yes,Yes,0.32,305.92,Night,Saturday,Yes,No,46,34.8,0,No,No,28,0.74,Android,Credit,Gold,No,1.1,Business,Silver,0.21,0
380,CUST10379,191,32,Female,Single,High,Professional,POS_Terminal,Yes,Online,Apparel,Yes,Yes,0.55,31.68,Night,Saturday,No,No,53,71.43,0,No,No,9,1.52,Android,Credit,Basic,No,1.03,Business,Bronze,0.2,0
381,CUST10380,6,21,Male,Single,High,Student,Desktop,Yes,Online,Grocery,Yes,Yes,0.26,9.55,Evening,Friday,Yes,No,43,88.1,0,No,No,48,1.05,Linux,Debit,Basic,No,1.14,Retail,Gold,0.3,0
382,CUST10381,28,53,Other,Married,High,Service,Desktop,No,Online,Grocery,No,Yes,0.35,50.57,Afternoon,Thursday,Yes,No,55,56.12,0,No,No,102,1.22,Windows,Prepaid,Basic,No,1.04,Retail,Silver,0.31,0
383,CUST10382,50,46,Other,Single,High,Professional,Mobile,Yes,Wire,Grocery,Yes,Yes,0.56,411.31,Evening,Friday,No,No,47,74.84,0,No,No,25,1.19,Linux,Prepaid,Basic,No,1.04,Retail,Gold,0.63,0
384,CUST10383,176,27,Female,Married,High,Service,Desktop,Yes,Online,Gambling,Yes,Yes,0.49,1.41,Night,Friday,No,No,59,62.66,0,No,No,60,0.81,Linux,Debit,Platinum,No,1.08,Retail,Gold,0.31,0
385,CUST10384,60,71,Female,Married,High,Student,Desktop,Yes,In-Store,Electronics,Yes,Yes,0.28,136.48,Afternoon,Thursday,No,No,41,71.43,1,No,No,231,0.88,Windows,Prepaid,Gold,No,1.09,High Net Worth,Bronze,0.31,0
386,CUST10385,193,59,Other,Divorced,Medium,Service,Mobile,Yes,ATM,Pharmacy,Yes,Yes,0.44,100.51,Afternoon,Wednesday,Yes,No,59,31.76,1,No,No,140,0.99,Linux,Debit,Platinum,No,1.04,Business,Silver,0.18,0
387,CUST10386,198,61,Other,Single,High,Retired,Desktop,Yes,Wire,Apparel,Yes,Yes,0.52,33.53,Morning,Monday,Yes,No,50,58.04,1,No,No,225,0.82,iOS,Debit,Basic,No,1.07,Retail,Bronze,0.41,0
388,CUST10387,95,51,Male,Married,Low,Professional,Mobile,Yes,Wire,Gambling,No,Yes,0.1,171.11,Evening,Monday,No,No,42,62.53,0,No,No,114,0.78,Android,Prepaid,Platinum,No,1.19,Retail,Bronze,0.23,0
389,CUST10388,80,55,Male,Divorced,Medium,Professional,Desktop,Yes,Online,Apparel,Yes,Yes,0.13,100.91,Night,Sunday,No,No,55,57.94,0,No,No,155,1.08,iOS,Prepaid,Gold,No,1.1,Business,Bronze,0.48,0
390,CUST10389,142,26,Other,Single,Medium,Professional,Mobile,Yes,Online,Electronics,Yes,Yes,0.15,34.47,Afternoon,Friday,No,No,59,98.26,2,No,No,233,0.65,Android,Debit,Platinum,No,1.08,Business,Bronze,0.16,0
391,CUST10390,204,42,Other,Divorced,Low,Student,POS_Terminal,Yes,Online,Pharmacy,Yes,Yes,0.23,63.9,Evening,Saturday,No,No,55,88.48,0,No,No,19,0.9,Linux,Debit,Basic,Yes,1.17,Retail,Gold,0.07,0
392,CUST10391,190,62,Female,Divorced,Medium,Service,POS_Terminal,Yes,Wire,Apparel,Yes,Yes,0.33,72.23,Evening,Friday,No,No,57,68.78,1,No,No,14,0.77,Windows,Credit,Platinum,No,1.13,High Net Worth,Gold,0.37,0
393,CUST10392,158,47,Female,Divorced,Low,Service,Desktop,Yes,ATM,Apparel,Yes,Yes,0.4,206.32,Night,Thursday,No,No,47,67.87,0,No,No,107,1.29,iOS,Prepaid,Basic,No,1.11,High Net Worth,Gold,0.2,0
394,CUST10393,190,45,Male,Divorced,Low,Retired,Mobile,Yes,ATM,Grocery,Yes,Yes,0.15,50.22,Afternoon,Sunday,No,No,47,68.42,1,No,No,23,0.77,iOS,Prepaid,Gold,No,1.09,Business,Gold,0.16,0
395,CUST10394,21,29,Other,Divorced,High,Service,Mobile,Yes,Online,Gambling,Yes,Yes,0.25,189.19,Evening,Tuesday,Yes,No,59,79.15,0,No,No,93,1.09,Windows,Credit,Platinum,No,1.02,Retail,Bronze,0.29,0
396,CUST10395,231,27,Female,Married,Low,Student,POS_Terminal,No,In-Store,Electronics,Yes,Yes,0.21,122.49,Evening,Sunday,No,Yes,58,67.25,0,No,No,66,1.17,Android,Credit,Platinum,No,1.13,Business,Gold,0.06,0
397,CUST10396,52,73,Male,Divorced,High,Retired,Mobile,No,Wire,Electronics,Yes,Yes,0.5,138.41,Morning,Sunday,No,No,59,51.8,0,No,No,146,1.44,Windows,Credit,Gold,No,1.11,Retail,Bronze,0.03,0
398,CUST10397,14,32,Other,Divorced,High,Professional,POS_Terminal,Yes,Wire,Electronics,Yes,Yes,0.34,126.74,Evening,Friday,Yes,No,61,44.19,0,No,No,205,0.98,Windows,Prepaid,Platinum,No,1.09,Retail,Silver,0.57,0
399,CUST10398,206,33,Other,Divorced,Low,Service,Mobile,No,Wire,Gambling,Yes,Yes,0.17,34.57,Morning,Tuesday,No,No,53,73.71,0,No,No,110,0.91,Windows,Credit,Basic,No,1.06,Retail,Silver,0.29,1
400,CUST10399,134,18,Male,Married,High,Professional,POS_Terminal,Yes,Wire,Apparel,Yes,Yes,0.49,230.24,Morning,Thursday,No,No,64,79.51,1,No,No,173,0.92,Android,Debit,Gold,No,1.12,Business,Bronze,0.09,0
401,CUST10400,45,21,Female,Married,High,Service,POS_Terminal,Yes,In-Store,Grocery,Yes,Yes,0.28,6.37,Morning,Wednesday,No,No,50,84.74,3,No,No,202,1.15,Windows,Prepaid,Platinum,Yes,1.12,Retail,Bronze,0.23,0
402,CUST10401,86,72,Other,Married,Medium,Retired,Desktop,Yes,In-Store,Apparel,Yes,Yes,0.5,180.33,Evening,Friday,Yes,No,50,64.08,0,No,No,32,0.73,Windows,Debit,Gold,No,1.07,Business,Silver,0.26,0
403,CUST10402,178,57,Other,Single,Medium,Professional,Mobile,No,In-Store,Apparel,Yes,Yes,0.23,35.2,Afternoon,Sunday,Yes,No,48,73.74,1,No,Yes,268,1.4,iOS,Prepaid,Basic,Yes,1.13,Retail,Gold,0.62,0
404,CUST10403,38,60,Male,Married,Low,Retired,POS_Terminal,No,Online,Apparel,Yes,Yes,0.31,0.11,Night,Thursday,Yes,No,51,67.88,0,No,No,37,1.23,Windows,Debit,Platinum,No,1.05,Business,Bronze,0.44,0
405,CUST10404,112,72,Male,Divorced,High,Retired,POS_Terminal,Yes,Wire,Pharmacy,Yes,Yes,0.16,28.14,Afternoon,Saturday,Yes,No,47,88.69,1,No,No,152,0.83,Linux,Prepaid,Platinum,No,1.05,Business,Bronze,0.31,0
406,CUST10405,104,67,Female,Single,Low,Retired,Mobile,Yes,ATM,Electronics,Yes,Yes,0.49,6.03,Night,Saturday,Yes,No,58,58.15,1,No,Yes,193,1.07,iOS,Credit,Platinum,Yes,1.09,High Net Worth,Gold,0.4,0
407,CUST10406,59,35,Other,Married,Low,Professional,Desktop,No,Wire,Grocery,Yes,Yes,0.26,302.83,Night,Friday,Yes,No,41,69.0,1,Yes,No,180,1.06,Windows,Credit,Platinum,No,1.08,Business,Bronze,0.25,0
408,CUST10407,131,32,Male,Single,High,Student,POS_Terminal,No,Online,Electronics,Yes,Yes,0.21,6.74,Afternoon,Friday,No,No,41,78.89,2,No,No,279,0.97,Windows,Credit,Gold,No,1.09,Business,Bronze,0.05,0
409,CUST10408,150,40,Male,Married,High,Retired,Desktop,Yes,ATM,Grocery,Yes,Yes,0.39,213.03,Evening,Sunday,Yes,No,58,77.99,0,No,No,11,0.96,Windows,Credit,Basic,Yes,1.05,Business,Silver,0.32,0
410,CUST10409,122,29,Male,Single,Medium,Student,POS_Terminal,Yes,In-Store,Electronics,Yes,Yes,0.21,10.56,Night,Friday,Yes,No,43,74.41,1,No,No,38,1.08,Linux,Debit,Platinum,Yes,1.08,Retail,Silver,0.12,0
411,CUST10410,67,32,Female,Divorced,Medium,Student,POS_Terminal,No,In-Store,Grocery,Yes,Yes,0.54,55.11,Afternoon,Friday,Yes,No,61,74.3,0,Yes,No,138,1.06,Android,Credit,Platinum,No,1.09,Business,Gold,0.55,0
412,CUST10411,220,58,Male,Married,Low,Service,Desktop,Yes,Online,Pharmacy,Yes,Yes,0.41,92.49,Morning,Tuesday,No,No,51,68.28,0,No,No,286,0.77,Android,Prepaid,Basic,No,1.08,High Net Worth,Silver,0.31,0
413,CUST10412,21,18,Female,Married,Medium,Retired,Mobile,No,In-Store,Electronics,Yes,Yes,0.44,67.03,Afternoon,Tuesday,Yes,No,52,69.07,1,No,No,72,1.09,Windows,Prepaid,Platinum,No,1.06,Business,Bronze,0.45,0
414,CUST10413,49,34,Other,Single,Low,Professional,Desktop,No,Online,Gambling,Yes,Yes,0.32,70.6,Afternoon,Friday,No,No,54,78.73,0,No,No,209,0.95,Windows,Debit,Gold,Yes,1.19,High Net Worth,Silver,0.21,0
415,CUST10414,127,70,Male,Single,Low,Service,Mobile,Yes,Wire,Electronics,Yes,Yes,0.16,218.93,Evening,Thursday,Yes,No,50,40.56,0,Yes,No,251,1.13,Android,Debit,Basic,No,1.11,Retail,Silver,0.25,0
416,CUST10415,163,67,Other,Married,High,Retired,Desktop,Yes,In-Store,Gambling,Yes,Yes,0.27,40.97,Night,Sunday,Yes,No,59,53.03,0,No,No,202,1.01,Linux,Prepaid,Gold,No,1.08,High Net Worth,Gold,0.57,0
417,CUST10416,134,45,Other,Divorced,High,Professional,POS_Terminal,Yes,Online,Gambling,Yes,No,0.25,249.86,Night,Sunday,Yes,No,51,96.3,0,Yes,No,139,0.98,Android,Prepaid,Platinum,No,1.18,High Net Worth,Gold,0.39,0
418,CUST10417,1,29,Male,Divorced,Medium,Professional,Mobile,Yes,ATM,Gambling,Yes,Yes,0.29,217.67,Night,Wednesday,No,Yes,47,51.5,0,No,No,94,1.2,Linux,Debit,Gold,No,1.13,High Net Worth,Gold,0.46,0
419,CUST10418,58,58,Male,Divorced,High,Service,Desktop,Yes,Wire,Electronics,Yes,Yes,0.25,12.31,Morning,Tuesday,Yes,No,47,39.29,1,No,No,282,1.06,Linux,Credit,Gold,Yes,1.08,High Net Worth,Bronze,0.56,1
420,CUST10419,20,26,Male,Married,High,Service,Desktop,Yes,Online,Apparel,Yes,Yes,0.75,90.24,Evening,Saturday,Yes,No,45,99.3,0,No,No,186,1.17,iOS,Debit,Basic,No,1.04,Business,Silver,0.49,0
421,CUST10420,84,27,Other,Married,Low,Student,POS_Terminal,Yes,In-Store,Gambling,No,Yes,0.2,68.65,Night,Monday,Yes,No,57,73.52,1,No,No,169,1.15,Windows,Prepaid,Platinum,No,1.08,Retail,Bronze,0.19,0
422,CUST10421,193,33,Male,Single,High,Professional,Desktop,Yes,ATM,Apparel,Yes,Yes,0.44,28.59,Night,Wednesday,Yes,No,53,81.73,0,Yes,Yes,144,0.93,iOS,Debit,Basic,No,1.05,Retail,Gold,0.32,0
423,CUST10422,176,47,Female,Single,Medium,Student,Desktop,Yes,Online,Pharmacy,Yes,Yes,0.44,14.22,Night,Tuesday,Yes,No,42,66.02,0,No,No,214,0.92,Linux,Credit,Gold,No,1.06,High Net Worth,Bronze,0.22,0
424,CUST10423,47,43,Other,Divorced,Low,Service,POS_Terminal,Yes,ATM,Pharmacy,Yes,Yes,0.31,182.69,Afternoon,Monday,Yes,No,59,104.31,1,Yes,No,146,1.07,Android,Debit,Platinum,No,1.14,High Net Worth,Bronze,0.13,0
425,CUST10424,32,62,Male,Single,High,Retired,Desktop,Yes,Online,Electronics,Yes,Yes,0.02,241.48,Morning,Thursday,Yes,Yes,56,103.48,1,No,No,282,1.28,Android,Prepaid,Gold,No,1.07,Business,Gold,0.3,0
426,CUST10425,84,21,Other,Divorced,High,Service,Desktop,Yes,ATM,Electronics,Yes,Yes,0.32,27.55,Morning,Sunday,No,No,50,73.17,1,No,No,126,1.34,Windows,Credit,Gold,No,1.07,Retail,Silver,0.15,0
427,CUST10426,149,28,Other,Single,Medium,Student,Mobile,Yes,Online,Apparel,No,Yes,0.28,388.35,Evening,Friday,No,No,59,74.43,0,No,No,8,0.92,Android,Prepaid,Basic,No,1.17,Business,Bronze,0.14,0
428,CUST10427,91,50,Male,Divorced,High,Professional,Desktop,Yes,ATM,Gambling,Yes,Yes,0.34,17.0,Evening,Wednesday,No,No,58,61.53,0,Yes,No,288,0.91,Android,Prepaid,Platinum,No,1.14,High Net Worth,Gold,0.46,0
429,CUST10428,191,42,Other,Divorced,Medium,Student,Mobile,Yes,In-Store,Apparel,Yes,Yes,0.15,15.3,Afternoon,Monday,Yes,Yes,51,91.85,0,No,No,8,1.18,iOS,Credit,Platinum,No,1.12,Retail,Gold,0.21,0
430,CUST10429,22,42,Male,Divorced,Medium,Student,Mobile,Yes,ATM,Apparel,Yes,Yes,0.18,234.73,Afternoon,Monday,Yes,No,57,83.74,0,No,No,174,0.94,Windows,Credit,Basic,No,1.09,High Net Worth,Silver,0.22,0
431,CUST10430,203,39,Other,Divorced,Medium,Professional,Mobile,Yes,ATM,Apparel,Yes,Yes,0.17,27.22,Night,Saturday,Yes,No,51,77.43,1,No,No,44,1.04,Android,Debit,Gold,No,1.1,High Net Worth,Gold,0.26,0
432,CUST10431,201,63,Female,Married,Low,Service,Desktop,Yes,In-Store,Gambling,Yes,Yes,0.41,86.44,Evening,Thursday,No,No,63,66.93,0,No,No,266,1.17,iOS,Prepaid,Gold,No,1.09,Business,Gold,0.17,0
433,CUST10432,2,52,Other,Married,High,Professional,Mobile,Yes,ATM,Apparel,Yes,Yes,0.67,14.74,Morning,Tuesday,No,No,52,82.43,0,No,No,224,0.83,iOS,Credit,Gold,Yes,1.08,Business,Gold,0.34,0
434,CUST10433,85,59,Male,Divorced,High,Student,Mobile,Yes,Online,Apparel,Yes,Yes,0.45,64.06,Evening,Saturday,Yes,No,56,62.45,0,No,No,100,0.59,Windows,Credit,Basic,No,1.19,High Net Worth,Bronze,0.46,0
435,CUST10434,225,55,Female,Married,Medium,Service,POS_Terminal,Yes,ATM,Grocery,Yes,Yes,0.41,110.92,Morning,Wednesday,Yes,No,49,96.42,0,Yes,No,161,0.86,Android,Debit,Gold,No,1.19,Business,Bronze,0.26,0
436,CUST10435,10,71,Female,Divorced,Low,Service,Desktop,Yes,Wire,Pharmacy,No,Yes,0.23,59.17,Evening,Sunday,No,No,39,98.61,1,No,No,56,0.69,Android,Debit,Platinum,No,1.08,Business,Bronze,0.44,0
437,CUST10436,29,40,Male,Divorced,Low,Student,Desktop,Yes,Online,Electronics,Yes,Yes,0.67,163.83,Evening,Monday,Yes,No,45,90.91,0,No,No,157,1.04,Windows,Credit,Basic,No,1.12,Retail,Gold,0.56,0
438,CUST10437,238,67,Other,Divorced,Medium,Professional,POS_Terminal,Yes,ATM,Grocery,Yes,Yes,0.16,40.96,Evening,Tuesday,Yes,No,49,88.13,0,No,No,140,0.91,Windows,Credit,Platinum,No,1.12,High Net Worth,Silver,0.31,0
439,CUST10438,65,18,Other,Single,Medium,Service,Mobile,Yes,ATM,Electronics,Yes,Yes,0.19,173.42,Morning,Friday,Yes,No,48,38.16,0,No,No,11,1.26,Android,Prepaid,Gold,No,1.02,Business,Silver,0.26,0
440,CUST10439,152,26,Female,Single,High,Retired,POS_Terminal,Yes,In-Store,Grocery,Yes,Yes,0.08,34.59,Morning,Wednesday,No,No,49,74.55,0,Yes,No,153,1.2,Linux,Debit,Basic,No,1.04,Retail,Silver,0.18,0
441,CUST10440,22,59,Other,Single,Low,Student,Mobile,No,Online,Gambling,Yes,Yes,0.05,237.49,Night,Tuesday,No,No,37,72.45,0,No,No,222,1.02,Windows,Credit,Gold,No,1.1,Retail,Gold,0.22,0
442,CUST10441,167,36,Other,Divorced,Low,Student,POS_Terminal,Yes,In-Store,Electronics,Yes,Yes,0.61,16.95,Night,Monday,No,No,36,93.46,0,No,No,181,1.08,Windows,Prepaid,Platinum,No,1.17,Business,Silver,0.28,0
443,CUST10442,9,25,Female,Single,Low,Service,POS_Terminal,Yes,ATM,Apparel,Yes,Yes,0.63,202.88,Night,Tuesday,No,No,54,79.91,0,No,No,263,0.62,Windows,Credit,Gold,Yes,1.2,Retail,Bronze,0.27,0
444,CUST10443,49,42,Female,Single,Medium,Student,Desktop,Yes,In-Store,Apparel,Yes,Yes,0.43,77.26,Evening,Friday,Yes,No,53,47.84,0,No,No,40,1.04,iOS,Credit,Platinum,No,1.14,Retail,Silver,0.2,1
445,CUST10444,109,22,Other,Divorced,Low,Retired,POS_Terminal,Yes,Wire,Gambling,Yes,Yes,0.16,103.82,Night,Tuesday,Yes,No,51,54.69,1,No,No,230,1.08,Android,Credit,Gold,No,1.16,Retail,Silver,0.22,1
446,CUST10445,119,73,Male,Divorced,High,Student,Desktop,Yes,ATM,Pharmacy,Yes,Yes,0.18,55.32,Afternoon,Tuesday,Yes,No,42,54.62,0,No,No,213,0.84,Linux,Debit,Platinum,No,1.07,Business,Silver,0.15,1
447,CUST10446,182,25,Female,Divorced,Low,Student,Mobile,Yes,ATM,Gambling,Yes,Yes,0.54,49.99,Morning,Friday,Yes,No,44,72.04,1,No,No,56,0.95,Linux,Credit,Gold,No,1.13,Business,Gold,0.17,0
448,CUST10447,69,19,Male,Single,Low,Service,POS_Terminal,Yes,Online,Grocery,No,Yes,0.15,72.64,Afternoon,Thursday,No,No,49,74.23,0,Yes,No,252,1.05,Linux,Prepaid,Platinum,No,1.1,High Net Worth,Bronze,0.27,0
449,CUST10448,208,47,Male,Divorced,Medium,Retired,POS_Terminal,Yes,ATM,Gambling,Yes,Yes,0.22,55.54,Evening,Monday,Yes,No,44,70.67,0,No,No,224,0.99,Linux,Debit,Gold,No,1.16,Retail,Silver,0.57,0
450,CUST10449,233,28,Other,Single,Low,Retired,Mobile,Yes,ATM,Electronics,Yes,Yes,0.63,230.14,Afternoon,Thursday,No,No,61,87.0,0,No,No,158,1.4,Windows,Prepaid,Gold,No,1.1,High Net Worth,Silver,0.18,0
451,CUST10450,96,22,Female,Divorced,Low,Service,Desktop,Yes,In-Store,Grocery,Yes,Yes,0.27,55.47,Night,Sunday,No,No,49,92.17,0,No,No,5,1.24,Linux,Debit,Gold,No,1.08,Business,Bronze,0.37,0
452,CUST10451,216,47,Male,Single,Low,Professional,Mobile,Yes,Wire,Gambling,Yes,Yes,0.16,99.54,Afternoon,Monday,Yes,No,43,61.14,1,No,No,97,0.75,Linux,Credit,Platinum,Yes,1.19,Business,Silver,0.24,0
453,CUST10452,170,59,Other,Single,Medium,Student,POS_Terminal,Yes,Wire,Gambling,Yes,No,0.5,118.22,Evening,Tuesday,Yes,No,48,68.76,0,No,No,164,0.67,Linux,Prepaid,Basic,No,1.1,Business,Silver,0.32,0
454,CUST10453,198,60,Other,Single,High,Retired,Desktop,Yes,ATM,Electronics,Yes,Yes,0.17,34.86,Morning,Friday,No,No,55,93.44,0,No,No,69,1.17,Windows,Debit,Platinum,No,1.17,High Net Worth,Gold,0.48,0
455,CUST10454,9,51,Male,Single,High,Retired,Desktop,Yes,Online,Pharmacy,Yes,Yes,0.28,139.46,Morning,Tuesday,No,Yes,43,56.68,1,Yes,No,65,0.94,iOS,Prepaid,Platinum,No,1.08,Business,Gold,0.12,0
456,CUST10455,143,43,Female,Divorced,Low,Retired,POS_Terminal,Yes,Online,Gambling,Yes,Yes,0.51,39.64,Night,Friday,No,No,48,76.4,1,No,No,198,1.01,Windows,Credit,Gold,No,1.14,High Net Worth,Silver,0.57,0
457,CUST10456,129,32,Male,Single,High,Retired,POS_Terminal,Yes,ATM,Electronics,Yes,Yes,0.16,207.61,Night,Friday,Yes,No,46,84.18,1,No,No,13,0.83,iOS,Prepaid,Gold,No,1.05,Business,Gold,0.21,0
458,CUST10457,221,67,Male,Married,Medium,Professional,Mobile,Yes,Online,Apparel,Yes,Yes,0.23,0.01,Evening,Tuesday,No,Yes,48,62.34,1,No,No,119,1.35,Windows,Credit,Basic,No,1.13,Business,Bronze,0.13,0
459,CUST10458,232,34,Other,Single,High,Service,POS_Terminal,Yes,Wire,Apparel,Yes,Yes,0.3,90.8,Afternoon,Wednesday,Yes,No,52,52.54,0,Yes,No,262,0.99,Linux,Debit,Platinum,No,1.11,Retail,Silver,0.69,0
460,CUST10459,143,61,Male,Single,High,Service,Desktop,Yes,Wire,Gambling,Yes,Yes,0.13,98.18,Afternoon,Saturday,No,No,51,78.0,0,No,No,74,1.01,Android,Debit,Platinum,No,1.11,Business,Silver,0.49,0
461,CUST10460,239,24,Male,Divorced,Medium,Professional,Mobile,No,In-Store,Gambling,Yes,Yes,0.09,24.52,Night,Thursday,No,No,68,99.24,0,No,No,278,1.05,Linux,Prepaid,Platinum,No,1.19,Retail,Silver,0.17,0
462,CUST10461,43,48,Other,Divorced,Medium,Student,Desktop,Yes,In-Store,Pharmacy,No,Yes,0.18,158.34,Night,Monday,No,No,37,78.04,0,Yes,No,231,0.95,Linux,Credit,Platinum,No,1.01,High Net Worth,Gold,0.12,1
463,CUST10462,206,32,Other,Single,Low,Retired,Desktop,Yes,ATM,Apparel,No,Yes,0.11,39.43,Evening,Wednesday,Yes,No,45,102.32,1,No,No,108,1.0,Windows,Prepaid,Platinum,No,1.07,High Net Worth,Silver,0.36,0
464,CUST10463,147,41,Other,Divorced,Low,Service,POS_Terminal,Yes,ATM,Grocery,Yes,Yes,0.49,107.28,Evening,Friday,Yes,No,51,64.34,0,No,Yes,103,0.84,iOS,Debit,Basic,No,1.13,High Net Worth,Bronze,0.57,0
465,CUST10464,135,43,Other,Single,High,Student,Desktop,Yes,In-Store,Apparel,Yes,Yes,0.24,19.92,Evening,Tuesday,Yes,No,41,74.18,0,No,No,178,1.16,iOS,Prepaid,Basic,No,1.1,Retail,Gold,0.2,0
